category,property,raw_value,normalised_value,file,line,occurrences,source_type,effective
radius,border-radius,999px,999px,renderer/dashboard.css,79,54,stylesheet,unknown
colour,background,var(--dh-bg),var(--dh-bg),renderer/dashboard.css,79,76,stylesheet,unknown
colour,color,var(--dh),var(--dh),renderer/dashboard.css,79,85,stylesheet,unknown
typography,white-space,nowrap,nowrap,renderer/dashboard.css,79,283,stylesheet,unknown
spacing,margin-left,auto,auto,renderer/dashboard.css,80,78,stylesheet,unknown
layout,flex-shrink,0,0,renderer/dashboard.css,80,319,stylesheet,unknown
layout,display,flex,flex,renderer/dashboard.css,80,896,stylesheet,unknown
layout,flex-direction,column,column,renderer/dashboard.css,80,125,stylesheet,unknown
layout,align-items,flex-end,flex-end,renderer/dashboard.css,80,17,stylesheet,unknown
spacing,gap,3px,3px,renderer/dashboard.css,80,20,stylesheet,unknown
size,height,6px,6px,renderer/dashboard.css,83,17,stylesheet,no
spacing,margin,0 0 7px,0 0 7px,renderer/dashboard.css,83,1,stylesheet,unknown
radius,border-radius,999px,999px,renderer/dashboard.css,83,54,stylesheet,unknown
layout,overflow,hidden,hidden,renderer/dashboard.css,83,194,stylesheet,unknown
colour,background,var(--dash-track),var(--dash-track),renderer/dashboard.css,83,16,stylesheet,unknown
size,height,100%,100%,renderer/dashboard.css,84,51,stylesheet,unknown
radius,border-radius,999px,999px,renderer/dashboard.css,84,54,stylesheet,unknown
colour,background,"linear-gradient(90deg,var(--dh-2),var(--dh))","linear-gradient(90deg,var(--dh-2),var(--dh))",renderer/dashboard.css,84,1,stylesheet,unknown
motion,transition,width .5s ease,width .5s ease,renderer/dashboard.css,84,5,stylesheet,unknown
layout,display,block,block,renderer/dashboard.css,87,154,stylesheet,unknown
size,width,100%,100%,renderer/dashboard.css,87,126,stylesheet,unknown
size,height,36px,36px,renderer/dashboard.css,87,15,stylesheet,no
spacing,margin-top,2px,2px,renderer/dashboard.css,87,78,stylesheet,unknown
layout,overflow,visible,visible,renderer/dashboard.css,87,1,stylesheet,unknown
colour,stroke,var(--dh),var(--dh),renderer/dashboard.css,88,2,stylesheet,unknown
colour,fill,var(--dh),var(--dh),renderer/dashboard.css,91,1,stylesheet,unknown
colour,opacity,.10,.10,renderer/dashboard.css,91,1,stylesheet,unknown
colour,stroke,none,none,renderer/dashboard.css,91,1,stylesheet,unknown
size,height,36px,36px,renderer/dashboard.css,92,15,stylesheet,no
layout,display,flex,flex,renderer/dashboard.css,92,896,stylesheet,unknown
layout,align-items,flex-end,flex-end,renderer/dashboard.css,92,17,stylesheet,unknown
typography,font-size,10px,10px,renderer/dashboard.css,92,136,stylesheet,unknown
colour,color,var(--text3),var(--text3),renderer/dashboard.css,92,704,stylesheet,unknown
layout,display,grid,grid,renderer/dashboard.css,95,129,stylesheet,unknown
layout,grid-template-columns,"repeat(auto-fit,minmax(258px,1fr))","repeat(auto-fit,minmax(258px,1fr))",renderer/dashboard.css,95,1,stylesheet,no
spacing,gap,12px,12px,renderer/dashboard.css,95,90,stylesheet,no
spacing,margin-bottom,12px,12px,renderer/dashboard.css,95,35,stylesheet,no
layout,display,flex,flex,renderer/dashboard.css,96,896,stylesheet,unknown
layout,align-items,center,center,renderer/dashboard.css,96,745,stylesheet,unknown
spacing,gap,12px,12px,renderer/dashboard.css,96,90,stylesheet,no
spacing,margin-bottom,11px,11px,renderer/dashboard.css,96,5,stylesheet,no
typography,font-size,30px,30px,renderer/dashboard.css,97,9,stylesheet,no
typography,font-weight,800,800,renderer/dashboard.css,97,214,stylesheet,unknown
typography,line-height,1,1,renderer/dashboard.css,97,24,stylesheet,unknown
typography,letter-spacing,var(--ant-num-track),var(--ant-num-track),renderer/dashboard.css,97,136,stylesheet,unknown
colour,color,var(--text),var(--text),renderer/dashboard.css,97,425,stylesheet,unknown
typography,font-family,var(--ant-num-font),var(--ant-num-font),renderer/dashboard.css,97,152,stylesheet,unknown
typography,font-variant-numeric,tabular-nums,tabular-nums,renderer/dashboard.css,97,170,stylesheet,unknown
spacing,margin-left,auto,auto,renderer/dashboard.css,98,78,stylesheet,unknown
layout,flex-shrink,0,0,renderer/dashboard.css,98,319,stylesheet,unknown
typography,font-size,20px,20px,renderer/dashboard.css,98,11,stylesheet,unknown
typography,line-height,1,1,renderer/dashboard.css,98,24,stylesheet,unknown
colour,color,var(--text3),var(--text3),renderer/dashboard.css,98,704,stylesheet,unknown
custom-property,--sec-pad-x,16px,16px,renderer/dashboard.css,108,1,stylesheet,unknown
colour,background,var(--card),var(--card),renderer/dashboard.css,108,211,stylesheet,unknown
border,border,1px solid var(--border),1px solid var(--border),renderer/dashboard.css,108,237,stylesheet,unknown
radius,border-radius,16px,16px,renderer/dashboard.css,108,23,stylesheet,unknown
spacing,padding,14px var(--sec-pad-x),14px var(--sec-pad-x),renderer/dashboard.css,108,1,stylesheet,no
layout,display,flex,flex,renderer/dashboard.css,109,896,stylesheet,unknown
layout,align-items,center,center,renderer/dashboard.css,109,745,stylesheet,unknown
spacing,gap,9px,9px,renderer/dashboard.css,109,66,stylesheet,no
spacing,margin-bottom,12px,12px,renderer/dashboard.css,109,35,stylesheet,no
layout,flex-wrap,wrap,wrap,renderer/dashboard.css,109,112,stylesheet,unknown
typography,font-size,14px,14px,renderer/dashboard.css,110,47,stylesheet,no
typography,font-weight,700,700,renderer/dashboard.css,110,454,stylesheet,unknown
colour,color,var(--text),var(--text),renderer/dashboard.css,110,425,stylesheet,unknown
typography,font-size,11px,11px,renderer/dashboard.css,111,244,stylesheet,unknown
typography,font-weight,500,500,renderer/dashboard.css,111,70,stylesheet,unknown
colour,color,var(--text3),var(--text3),renderer/dashboard.css,111,704,stylesheet,unknown
spacing,margin-left,auto,auto,renderer/dashboard.css,112,78,stylesheet,unknown
layout,display,flex,flex,renderer/dashboard.css,112,896,stylesheet,unknown
layout,align-items,center,center,renderer/dashboard.css,112,745,stylesheet,unknown
spacing,gap,6px,6px,renderer/dashboard.css,112,88,stylesheet,unknown
typography,font-size,11px,11px,renderer/dashboard.css,115,244,stylesheet,unknown
typography,font-weight,600,600,renderer/dashboard.css,115,236,stylesheet,unknown
radius,border-radius,8px,8px,renderer/dashboard.css,115,105,stylesheet,unknown
spacing,padding,5px 10px,5px 10px,renderer/dashboard.css,115,6,stylesheet,unknown
other,cursor,pointer,pointer,renderer/dashboard.css,115,291,stylesheet,unknown
colour,background,var(--card),var(--card),renderer/dashboard.css,116,211,stylesheet,unknown
border,border,1px solid var(--border2),1px solid var(--border2),renderer/dashboard.css,116,125,stylesheet,unknown
colour,color,var(--text2),var(--text2),renderer/dashboard.css,116,249,stylesheet,unknown
layout,display,inline-flex,inline-flex,renderer/dashboard.css,117,143,stylesheet,unknown
layout,align-items,center,center,renderer/dashboard.css,117,745,stylesheet,unknown
spacing,gap,5px,5px,renderer/dashboard.css,117,61,stylesheet,unknown
motion,transition,var(--transition),var(--transition),renderer/dashboard.css,117,124,stylesheet,unknown
colour,background,var(--dash-sunk),var(--dash-sunk),renderer/dashboard.css,119,140,stylesheet,unknown
colour,color,var(--text),var(--text),renderer/dashboard.css,119,425,stylesheet,unknown
typography,font-size,12px,12px,renderer/dashboard.css,120,209,stylesheet,unknown
typography,font-weight,700,700,renderer/dashboard.css,120,454,stylesheet,unknown
colour,color,var(--accent-strong),var(--accent-strong),renderer/dashboard.css,120,167,stylesheet,unknown
colour,background,none,none,renderer/dashboard.css,120,79,stylesheet,unknown
border,border,none,none,renderer/dashboard.css,120,90,stylesheet,unknown
spacing,padding,0,0,renderer/dashboard.css,120,49,stylesheet,unknown
other,cursor,pointer,pointer,renderer/dashboard.css,120,291,stylesheet,unknown
typography,text-decoration,underline,underline,renderer/dashboard.css,121,7,stylesheet,unknown
size,width,26px,26px,renderer/dashboard.css,126,25,stylesheet,unknown
size,height,26px,26px,renderer/dashboard.css,126,29,stylesheet,unknown
layout,flex-shrink,0,0,renderer/dashboard.css,126,319,stylesheet,unknown
radius,border-radius,8px,8px,renderer/dashboard.css,126,105,stylesheet,unknown
other,cursor,pointer,pointer,renderer/dashboard.css,126,291,stylesheet,unknown
layout,display,inline-flex,inline-flex,renderer/dashboard.css,127,143,stylesheet,unknown
layout,align-items,center,center,renderer/dashboard.css,127,745,stylesheet,unknown
layout,justify-content,center,center,renderer/dashboard.css,127,241,stylesheet,unknown
colour,background,var(--dh-bg),var(--dh-bg),renderer/dashboard.css,128,76,stylesheet,unknown
colour,color,var(--dh),var(--dh),renderer/dashboard.css,128,85,stylesheet,unknown
border,border,1px solid transparent,1px solid transparent,renderer/dashboard.css,128,24,stylesheet,unknown
motion,transition,var(--transition),var(--transition),renderer/dashboard.css,129,124,stylesheet,unknown
border,border-color,var(--dh),var(--dh),renderer/dashboard.css,131,15,stylesheet,unknown
size,width,13px,13px,renderer/dashboard.css,132,20,stylesheet,unknown
size,height,13px,13px,renderer/dashboard.css,132,20,stylesheet,unknown
layout,display,flex,flex,renderer/dashboard.css,135,896,stylesheet,unknown
layout,align-items,center,center,renderer/dashboard.css,135,745,stylesheet,unknown
spacing,gap,14px,14px,renderer/dashboard.css,135,53,stylesheet,unknown
layout,flex-wrap,wrap,wrap,renderer/dashboard.css,135,112,stylesheet,unknown
layout,display,inline-flex,inline-flex,renderer/dashboard.css,136,143,stylesheet,unknown
layout,align-items,center,center,renderer/dashboard.css,136,745,stylesheet,unknown
spacing,gap,5px,5px,renderer/dashboard.css,136,61,stylesheet,unknown
typography,font-size,10px,10px,renderer/dashboard.css,136,136,stylesheet,unknown
typography,font-weight,700,700,renderer/dashboard.css,136,454,stylesheet,unknown
colour,color,var(--dh),var(--dh),renderer/dashboard.css,136,85,stylesheet,unknown
layout,display,inline-block,inline-block,renderer/dashboard.css,137,26,stylesheet,unknown
size,width,14px,14px,renderer/dashboard.css,137,25,stylesheet,unknown
size,height,3px,3px,renderer/dashboard.css,137,12,stylesheet,unknown
radius,border-radius,2px,2px,renderer/dashboard.css,137,19,stylesheet,unknown
colour,background,var(--dh),var(--dh),renderer/dashboard.css,137,8,stylesheet,unknown
layout,display,flex,flex,renderer/dashboard.css,139,896,stylesheet,unknown
spacing,gap,8px,8px,renderer/dashboard.css,139,138,stylesheet,unknown
spacing,margin-bottom,10px,10px,renderer/dashboard.css,139,37,stylesheet,unknown
layout,flex,1,1,renderer/dashboard.css,141,120,stylesheet,unknown
size,min-width,0,0,renderer/dashboard.css,141,245,stylesheet,unknown
layout,display,flex,flex,renderer/dashboard.css,141,896,stylesheet,unknown
layout,align-items,center,center,renderer/dashboard.css,141,745,stylesheet,unknown
layout,justify-content,space-between,space-between,renderer/dashboard.css,141,74,stylesheet,unknown
spacing,gap,8px,8px,renderer/dashboard.css,141,138,stylesheet,unknown
colour,background,var(--dash-sunk),var(--dash-sunk),renderer/dashboard.css,142,140,stylesheet,unknown
border,border,1px solid var(--border),1px solid var(--border),renderer/dashboard.css,142,237,stylesheet,unknown
radius,border-radius,10px,10px,renderer/dashboard.css,142,113,stylesheet,no
spacing,padding,7px 11px,7px 11px,renderer/dashboard.css,142,3,stylesheet,no
typography,font-size,10px,10px,renderer/dashboard.css,144,136,stylesheet,unknown
typography,font-weight,700,700,renderer/dashboard.css,144,454,stylesheet,unknown
typography,text-transform,uppercase,uppercase,renderer/dashboard.css,144,156,stylesheet,unknown
typography,letter-spacing,.7px,.7px,renderer/dashboard.css,144,16,stylesheet,unknown
colour,color,var(--text3),var(--text3),renderer/dashboard.css,144,704,stylesheet,unknown
typography,font-size,14px,14px,renderer/dashboard.css,145,47,stylesheet,no
typography,font-weight,800,800,renderer/dashboard.css,145,214,stylesheet,unknown
typography,letter-spacing,var(--ant-num-track),var(--ant-num-track),renderer/dashboard.css,145,136,stylesheet,unknown
colour,color,var(--dh),var(--dh),renderer/dashboard.css,145,85,stylesheet,unknown
typography,font-family,var(--ant-num-font),var(--ant-num-font),renderer/dashboard.css,145,152,stylesheet,unknown
typography,font-variant-numeric,tabular-nums,tabular-nums,renderer/dashboard.css,145,170,stylesheet,unknown
layout,display,grid,grid,renderer/dashboard.css,148,129,stylesheet,unknown
layout,grid-template-columns,"repeat(3,1fr)","repeat(3,1fr)",renderer/dashboard.css,148,7,stylesheet,unknown
spacing,gap,8px,8px,renderer/dashboard.css,148,138,stylesheet,no
spacing,margin-bottom,10px,10px,renderer/dashboard.css,148,37,stylesheet,no
colour,background,var(--dash-sunk),var(--dash-sunk),renderer/dashboard.css,149,140,stylesheet,unknown
border,border,1px solid var(--border),1px solid var(--border),renderer/dashboard.css,149,237,stylesheet,unknown
radius,border-radius,12px,12px,renderer/dashboard.css,149,85,stylesheet,no
spacing,padding,10px 8px,10px 8px,renderer/dashboard.css,149,1,stylesheet,no
typography,text-align,center,center,renderer/dashboard.css,149,153,stylesheet,unknown
other,cursor,pointer,pointer,renderer/dashboard.css,149,291,stylesheet,unknown
motion,transition,var(--transition),var(--transition),renderer/dashboard.css,149,124,stylesheet,unknown
border,border-color,var(--dh),var(--dh),renderer/dashboard.css,150,15,stylesheet,unknown
typography,font-size,24px,24px,renderer/dashboard.css,151,11,stylesheet,no
typography,font-weight,800,800,renderer/dashboard.css,151,214,stylesheet,unknown
typography,line-height,1.1,1.1,renderer/dashboard.css,151,14,stylesheet,unknown
colour,color,var(--dh),var(--dh),renderer/dashboard.css,151,85,stylesheet,unknown
typography,font-family,var(--ant-num-font),var(--ant-num-font),renderer/dashboard.css,151,152,stylesheet,unknown
typography,letter-spacing,var(--ant-num-track),var(--ant-num-track),renderer/dashboard.css,151,136,stylesheet,unknown
typography,font-variant-numeric,tabular-nums,tabular-nums,renderer/dashboard.css,151,170,stylesheet,unknown
typography,font-size,10px,10px,renderer/dashboard.css,152,136,stylesheet,unknown
typography,font-weight,700,700,renderer/dashboard.css,152,454,stylesheet,unknown
typography,text-transform,uppercase,uppercase,renderer/dashboard.css,152,156,stylesheet,unknown
typography,letter-spacing,.8px,.8px,renderer/dashboard.css,152,9,stylesheet,unknown
colour,color,var(--text3),var(--text3),renderer/dashboard.css,152,704,stylesheet,unknown
spacing,margin-top,3px,3px,renderer/dashboard.css,152,64,stylesheet,unknown
layout,display,flex,flex,renderer/dashboard.css,154,896,stylesheet,unknown
layout,flex-wrap,wrap,wrap,renderer/dashboard.css,154,112,stylesheet,unknown
spacing,gap,5px,5px,renderer/dashboard.css,154,61,stylesheet,unknown
size,max-height,104px,104px,renderer/dashboard.css,154,1,stylesheet,no
