category,property,raw_value,normalised_value,file,line,occurrences,source_type,effective
colour,color,var(--text),var(--text),renderer/src/modules/dashboard.js,2874,425,inline-attr,unknown
typography,text-align,center,center,renderer/src/modules/dashboard.js,2880,153,inline-attr,yes
colour,color,var(--text3),var(--text3),renderer/src/modules/dashboard.js,2880,704,inline-attr,unknown
spacing,padding,24px,24px,renderer/src/modules/dashboard.js,2880,9,inline-attr,unknown
typography,font-size,16px,16px,renderer/src/modules/dashboard.js,2897,23,inline-attr,unknown
typography,font-weight,900,900,renderer/src/modules/dashboard.js,2897,62,inline-attr,yes
colour,color,var(--accent-strong),var(--accent-strong),renderer/src/modules/dashboard.js,2897,167,inline-attr,unknown
colour,background,VAR22,var22,renderer/src/modules/dashboard.js,2898,4,inline-attr,unknown
border,border-color,VAR44,var44,renderer/src/modules/dashboard.js,2898,3,inline-attr,unknown
colour,color,VAR,var,renderer/src/modules/dashboard.js,2898,70,inline-attr,unknown
typography,font-size,13px,13px,renderer/src/modules/dashboard.js,2901,160,inline-attr,unknown
spacing,padding,5px 12px,5px 12px,renderer/src/modules/dashboard.js,2901,6,inline-attr,unknown
typography,font-size,12px,12px,renderer/src/modules/dashboard.js,2903,209,inline-attr,unknown
colour,color,var(--text2),var(--text2),renderer/src/modules/dashboard.js,2903,249,inline-attr,unknown
typography,font-size,12px,12px,renderer/src/modules/dashboard.js,2903,209,inline-attr,unknown
colour,color,var(--text3),var(--text3),renderer/src/modules/dashboard.js,2903,704,inline-attr,unknown
typography,font-size,11px,11px,renderer/src/modules/dashboard.js,2904,244,inline-attr,unknown
spacing,margin-bottom,14px,14px,renderer/src/modules/dashboard.js,2909,62,inline-attr,yes
layout,display,grid,grid,renderer/src/modules/dashboard.js,2909,129,inline-attr,unknown
layout,grid-template-columns,"repeat(5,1fr)","repeat(5,1fr)",renderer/src/modules/dashboard.js,2909,3,inline-attr,unknown
spacing,gap,10px,10px,renderer/src/modules/dashboard.js,2909,134,inline-attr,yes
colour,background,var(--bg3),var(--bg3),renderer/src/modules/dashboard.js,2910,139,inline-attr,unknown
border,border,1px solid var(--border),1px solid var(--border),renderer/src/modules/dashboard.js,2910,237,inline-attr,unknown
radius,border-radius,10px,10px,renderer/src/modules/dashboard.js,2910,113,inline-attr,unknown
spacing,padding,12px,12px,renderer/src/modules/dashboard.js,2910,17,inline-attr,unknown
typography,text-align,center,center,renderer/src/modules/dashboard.js,2910,153,inline-attr,yes
typography,font-size,10px,10px,renderer/src/modules/dashboard.js,2911,136,inline-attr,unknown
colour,color,var(--text3),var(--text3),renderer/src/modules/dashboard.js,2911,704,inline-attr,unknown
typography,text-transform,uppercase,uppercase,renderer/src/modules/dashboard.js,2911,156,inline-attr,yes
typography,letter-spacing,1px,1px,renderer/src/modules/dashboard.js,2911,35,inline-attr,yes
typography,font-weight,700,700,renderer/src/modules/dashboard.js,2911,454,inline-attr,yes
typography,font-size,26px,26px,renderer/src/modules/dashboard.js,2912,21,inline-attr,unknown
typography,font-weight,900,900,renderer/src/modules/dashboard.js,2912,62,inline-attr,yes
colour,color,var(--text),var(--text),renderer/src/modules/dashboard.js,2912,425,inline-attr,unknown
colour,background,var(--bg3),var(--bg3),renderer/src/modules/dashboard.js,2914,139,inline-attr,unknown
border,border,1px solid var(--border),1px solid var(--border),renderer/src/modules/dashboard.js,2914,237,inline-attr,unknown
radius,border-radius,10px,10px,renderer/src/modules/dashboard.js,2914,113,inline-attr,unknown
spacing,padding,12px,12px,renderer/src/modules/dashboard.js,2914,17,inline-attr,unknown
typography,text-align,center,center,renderer/src/modules/dashboard.js,2914,153,inline-attr,yes
typography,font-size,10px,10px,renderer/src/modules/dashboard.js,2915,136,inline-attr,unknown
colour,color,var(--text3),var(--text3),renderer/src/modules/dashboard.js,2915,704,inline-attr,unknown
typography,text-transform,uppercase,uppercase,renderer/src/modules/dashboard.js,2915,156,inline-attr,yes
typography,letter-spacing,1px,1px,renderer/src/modules/dashboard.js,2915,35,inline-attr,yes
typography,font-weight,700,700,renderer/src/modules/dashboard.js,2915,454,inline-attr,yes
typography,font-size,26px,26px,renderer/src/modules/dashboard.js,2916,21,inline-attr,unknown
typography,font-weight,900,900,renderer/src/modules/dashboard.js,2916,62,inline-attr,yes
colour,color,var(--text),var(--text),renderer/src/modules/dashboard.js,2916,425,inline-attr,unknown
colour,background,var(--bg3),var(--bg3),renderer/src/modules/dashboard.js,2918,139,inline-attr,unknown
border,border,1px solid var(--border),1px solid var(--border),renderer/src/modules/dashboard.js,2918,237,inline-attr,unknown
radius,border-radius,10px,10px,renderer/src/modules/dashboard.js,2918,113,inline-attr,unknown
spacing,padding,12px,12px,renderer/src/modules/dashboard.js,2918,17,inline-attr,unknown
typography,text-align,center,center,renderer/src/modules/dashboard.js,2918,153,inline-attr,yes
typography,font-size,10px,10px,renderer/src/modules/dashboard.js,2919,136,inline-attr,unknown
colour,color,var(--text3),var(--text3),renderer/src/modules/dashboard.js,2919,704,inline-attr,unknown
typography,text-transform,uppercase,uppercase,renderer/src/modules/dashboard.js,2919,156,inline-attr,yes
typography,letter-spacing,1px,1px,renderer/src/modules/dashboard.js,2919,35,inline-attr,yes
typography,font-weight,700,700,renderer/src/modules/dashboard.js,2919,454,inline-attr,yes
typography,font-size,26px,26px,renderer/src/modules/dashboard.js,2920,21,inline-attr,unknown
typography,font-weight,900,900,renderer/src/modules/dashboard.js,2920,62,inline-attr,yes
colour,color,var(--text),var(--text),renderer/src/modules/dashboard.js,2920,425,inline-attr,unknown
colour,background,var(--bg3),var(--bg3),renderer/src/modules/dashboard.js,2922,139,inline-attr,unknown
border,border,1px solid var(--border),1px solid var(--border),renderer/src/modules/dashboard.js,2922,237,inline-attr,unknown
radius,border-radius,10px,10px,renderer/src/modules/dashboard.js,2922,113,inline-attr,unknown
spacing,padding,12px,12px,renderer/src/modules/dashboard.js,2922,17,inline-attr,unknown
typography,text-align,center,center,renderer/src/modules/dashboard.js,2922,153,inline-attr,yes
typography,font-size,10px,10px,renderer/src/modules/dashboard.js,2923,136,inline-attr,unknown
colour,color,var(--text3),var(--text3),renderer/src/modules/dashboard.js,2923,704,inline-attr,unknown
typography,text-transform,uppercase,uppercase,renderer/src/modules/dashboard.js,2923,156,inline-attr,yes
typography,letter-spacing,1px,1px,renderer/src/modules/dashboard.js,2923,35,inline-attr,yes
typography,font-weight,700,700,renderer/src/modules/dashboard.js,2923,454,inline-attr,yes
typography,font-size,26px,26px,renderer/src/modules/dashboard.js,2924,21,inline-attr,unknown
typography,font-weight,900,900,renderer/src/modules/dashboard.js,2924,62,inline-attr,yes
colour,color,var(--text),var(--text),renderer/src/modules/dashboard.js,2924,425,inline-attr,unknown
colour,background,var(--bg3),var(--bg3),renderer/src/modules/dashboard.js,2926,139,inline-attr,unknown
border,border,1px solid var(--border),1px solid var(--border),renderer/src/modules/dashboard.js,2926,237,inline-attr,unknown
radius,border-radius,10px,10px,renderer/src/modules/dashboard.js,2926,113,inline-attr,unknown
spacing,padding,12px,12px,renderer/src/modules/dashboard.js,2926,17,inline-attr,unknown
typography,text-align,center,center,renderer/src/modules/dashboard.js,2926,153,inline-attr,yes
typography,font-size,10px,10px,renderer/src/modules/dashboard.js,2927,136,inline-attr,unknown
colour,color,var(--text3),var(--text3),renderer/src/modules/dashboard.js,2927,704,inline-attr,unknown
typography,text-transform,uppercase,uppercase,renderer/src/modules/dashboard.js,2927,156,inline-attr,yes
typography,letter-spacing,1px,1px,renderer/src/modules/dashboard.js,2927,35,inline-attr,yes
typography,font-weight,700,700,renderer/src/modules/dashboard.js,2927,454,inline-attr,yes
typography,font-size,26px,26px,renderer/src/modules/dashboard.js,2928,21,inline-attr,unknown
typography,font-weight,900,900,renderer/src/modules/dashboard.js,2928,62,inline-attr,yes
colour,color,var(--text),var(--text),renderer/src/modules/dashboard.js,2928,425,inline-attr,unknown
typography,text-align,center,center,renderer/src/modules/dashboard.js,2934,153,inline-attr,yes
colour,color,var(--text3),var(--text3),renderer/src/modules/dashboard.js,2934,704,inline-attr,unknown
spacing,padding,24px,24px,renderer/src/modules/dashboard.js,2934,9,inline-attr,unknown
typography,font-weight,700,700,renderer/src/modules/dashboard.js,2974,454,inline-attr,yes
colour,color,var(--text),var(--text),renderer/src/modules/dashboard.js,2974,425,inline-attr,unknown
typography,font-size,11px,11px,renderer/src/modules/dashboard.js,2974,244,inline-attr,unknown
colour,color,var(--text3),var(--text3),renderer/src/modules/dashboard.js,2974,704,inline-attr,unknown
typography,font-weight,700,700,renderer/src/modules/dashboard.js,2975,454,inline-attr,yes
colour,color,var(--text2),var(--text2),renderer/src/modules/dashboard.js,2975,249,inline-attr,unknown
colour,color,var(--text3),var(--text3),renderer/src/modules/dashboard.js,2976,704,inline-attr,unknown
typography,font-size,12px,12px,renderer/src/modules/dashboard.js,2976,209,inline-attr,unknown
colour,color,var(--text),var(--text),renderer/src/modules/dashboard.js,2977,425,inline-attr,unknown
typography,font-weight,700,700,renderer/src/modules/dashboard.js,2977,454,inline-attr,yes
colour,color,VAR,var,renderer/src/modules/dashboard.js,2978,70,inline-attr,unknown
typography,font-weight,VAR,var,renderer/src/modules/dashboard.js,2978,3,inline-attr,yes
colour,color,var(--text),var(--text),renderer/src/modules/dashboard.js,2984,425,inline-attr,unknown
typography,font-weight,600,600,renderer/src/modules/dashboard.js,2984,236,inline-attr,yes
colour,color,var(--text2),var(--text2),renderer/src/modules/dashboard.js,2985,249,inline-attr,unknown
typography,font-weight,700,700,renderer/src/modules/dashboard.js,2985,454,inline-attr,yes
typography,font-weight,700,700,renderer/src/modules/dashboard.js,2990,454,inline-attr,yes
colour,color,var(--text),var(--text),renderer/src/modules/dashboard.js,2990,425,inline-attr,unknown
colour,background,var(--bg3),var(--bg3),renderer/src/modules/dashboard.js,2994,139,inline-attr,unknown
border,border,1px solid var(--border),1px solid var(--border),renderer/src/modules/dashboard.js,2994,237,inline-attr,unknown
colour,color,var(--text),var(--text),renderer/src/modules/dashboard.js,2994,425,inline-attr,unknown
radius,border-radius,6px,6px,renderer/src/modules/dashboard.js,2994,33,inline-attr,unknown
spacing,padding,3px 8px,3px 8px,renderer/src/modules/dashboard.js,2994,5,inline-attr,unknown
typography,font-size,12px,12px,renderer/src/modules/dashboard.js,2994,209,inline-attr,unknown
other,cursor,pointer,pointer,renderer/src/modules/dashboard.js,2994,291,inline-attr,yes
typography,font-size,12px,12px,renderer/src/modules/dashboard.js,2999,209,inline-attr,unknown
typography,font-size,10px,10px,renderer/src/modules/dashboard.js,3005,136,inline-attr,unknown
spacing,padding,3px 8px,3px 8px,renderer/src/modules/dashboard.js,3005,5,inline-attr,unknown
typography,font-size,12px,12px,renderer/src/modules/dashboard.js,3017,209,inline-attr,unknown
typography,font-size,10px,10px,renderer/src/modules/dashboard.js,3022,136,inline-attr,unknown
spacing,padding,3px 8px,3px 8px,renderer/src/modules/dashboard.js,3022,5,inline-attr,unknown
layout,display,grid,grid,renderer/src/modules/dashboard.js,3028,129,inline-attr,unknown
layout,grid-template-columns,"repeat(4,1fr)","repeat(4,1fr)",renderer/src/modules/dashboard.js,3028,8,inline-attr,unknown
spacing,gap,10px,10px,renderer/src/modules/dashboard.js,3028,134,inline-attr,yes
spacing,margin-bottom,20px,20px,renderer/src/modules/dashboard.js,3028,15,inline-attr,yes
colour,background,var(--bg3),var(--bg3),renderer/src/modules/dashboard.js,3029,139,inline-attr,unknown
border,border,1px solid var(--border),1px solid var(--border),renderer/src/modules/dashboard.js,3029,237,inline-attr,unknown
radius,border-radius,10px,10px,renderer/src/modules/dashboard.js,3029,113,inline-attr,unknown
spacing,padding,14px,14px,renderer/src/modules/dashboard.js,3029,19,inline-attr,unknown
typography,text-align,center,center,renderer/src/modules/dashboard.js,3029,153,inline-attr,yes
typography,font-size,9px,9px,renderer/src/modules/dashboard.js,3030,49,inline-attr,unknown
colour,color,var(--text3),var(--text3),renderer/src/modules/dashboard.js,3030,704,inline-attr,unknown
typography,text-transform,uppercase,uppercase,renderer/src/modules/dashboard.js,3030,156,inline-attr,yes
typography,letter-spacing,1px,1px,renderer/src/modules/dashboard.js,3030,35,inline-attr,yes
typography,font-weight,700,700,renderer/src/modules/dashboard.js,3030,454,inline-attr,yes
spacing,margin-bottom,4px,4px,renderer/src/modules/dashboard.js,3030,32,inline-attr,yes
typography,font-size,10px,10px,renderer/src/modules/dashboard.js,3032,136,inline-attr,unknown
colour,color,var(--text3),var(--text3),renderer/src/modules/dashboard.js,3032,704,inline-attr,unknown
spacing,margin-top,3px,3px,renderer/src/modules/dashboard.js,3032,64,inline-attr,unknown
colour,background,var(--bg3),var(--bg3),renderer/src/modules/dashboard.js,3034,139,inline-attr,unknown
border,border,1px solid var(--border),1px solid var(--border),renderer/src/modules/dashboard.js,3034,237,inline-attr,unknown
radius,border-radius,10px,10px,renderer/src/modules/dashboard.js,3034,113,inline-attr,unknown
spacing,padding,14px,14px,renderer/src/modules/dashboard.js,3034,19,inline-attr,unknown
typography,text-align,center,center,renderer/src/modules/dashboard.js,3034,153,inline-attr,yes
typography,font-size,9px,9px,renderer/src/modules/dashboard.js,3035,49,inline-attr,unknown
colour,color,var(--text3),var(--text3),renderer/src/modules/dashboard.js,3035,704,inline-attr,unknown
typography,text-transform,uppercase,uppercase,renderer/src/modules/dashboard.js,3035,156,inline-attr,yes
typography,letter-spacing,1px,1px,renderer/src/modules/dashboard.js,3035,35,inline-attr,yes
typography,font-weight,700,700,renderer/src/modules/dashboard.js,3035,454,inline-attr,yes
spacing,margin-bottom,4px,4px,renderer/src/modules/dashboard.js,3035,32,inline-attr,yes
typography,font-size,10px,10px,renderer/src/modules/dashboard.js,3037,136,inline-attr,unknown
colour,color,var(--text3),var(--text3),renderer/src/modules/dashboard.js,3037,704,inline-attr,unknown
spacing,margin-top,3px,3px,renderer/src/modules/dashboard.js,3037,64,inline-attr,unknown
colour,background,var(--bg3),var(--bg3),renderer/src/modules/dashboard.js,3039,139,inline-attr,unknown
border,border,1px solid var(--border),1px solid var(--border),renderer/src/modules/dashboard.js,3039,237,inline-attr,unknown
radius,border-radius,10px,10px,renderer/src/modules/dashboard.js,3039,113,inline-attr,unknown
spacing,padding,14px,14px,renderer/src/modules/dashboard.js,3039,19,inline-attr,unknown
typography,text-align,center,center,renderer/src/modules/dashboard.js,3039,153,inline-attr,yes
typography,font-size,9px,9px,renderer/src/modules/dashboard.js,3040,49,inline-attr,unknown
colour,color,var(--text3),var(--text3),renderer/src/modules/dashboard.js,3040,704,inline-attr,unknown
typography,text-transform,uppercase,uppercase,renderer/src/modules/dashboard.js,3040,156,inline-attr,yes
typography,letter-spacing,1px,1px,renderer/src/modules/dashboard.js,3040,35,inline-attr,yes
typography,font-weight,700,700,renderer/src/modules/dashboard.js,3040,454,inline-attr,yes
spacing,margin-bottom,4px,4px,renderer/src/modules/dashboard.js,3040,32,inline-attr,yes
typography,font-size,10px,10px,renderer/src/modules/dashboard.js,3045,136,inline-attr,unknown
colour,color,var(--text3),var(--text3),renderer/src/modules/dashboard.js,3045,704,inline-attr,unknown
spacing,margin-top,3px,3px,renderer/src/modules/dashboard.js,3045,64,inline-attr,unknown
colour,background,var(--bg3),var(--bg3),renderer/src/modules/dashboard.js,3047,139,inline-attr,unknown
border,border,1px solid var(--border),1px solid var(--border),renderer/src/modules/dashboard.js,3047,237,inline-attr,unknown
radius,border-radius,10px,10px,renderer/src/modules/dashboard.js,3047,113,inline-attr,unknown
spacing,padding,14px,14px,renderer/src/modules/dashboard.js,3047,19,inline-attr,unknown
typography,text-align,center,center,renderer/src/modules/dashboard.js,3047,153,inline-attr,yes
typography,font-size,9px,9px,renderer/src/modules/dashboard.js,3048,49,inline-attr,unknown
colour,color,var(--text3),var(--text3),renderer/src/modules/dashboard.js,3048,704,inline-attr,unknown
typography,text-transform,uppercase,uppercase,renderer/src/modules/dashboard.js,3048,156,inline-attr,yes
typography,letter-spacing,1px,1px,renderer/src/modules/dashboard.js,3048,35,inline-attr,yes
typography,font-weight,700,700,renderer/src/modules/dashboard.js,3048,454,inline-attr,yes
spacing,margin-bottom,4px,4px,renderer/src/modules/dashboard.js,3048,32,inline-attr,yes
typography,font-size,10px,10px,renderer/src/modules/dashboard.js,3050,136,inline-attr,unknown
colour,color,var(--text3),var(--text3),renderer/src/modules/dashboard.js,3050,704,inline-attr,unknown
spacing,margin-top,3px,3px,renderer/src/modules/dashboard.js,3050,64,inline-attr,unknown
layout,display,flex,flex,renderer/src/modules/dashboard.js,3055,896,inline-attr,unknown
spacing,gap,4px,4px,renderer/src/modules/dashboard.js,3055,35,inline-attr,yes
spacing,margin-bottom,16px,16px,renderer/src/modules/dashboard.js,3055,23,inline-attr,yes
colour,background,var(--bg3),var(--bg3),renderer/src/modules/dashboard.js,3055,139,inline-attr,unknown
spacing,padding,4px,4px,renderer/src/modules/dashboard.js,3055,9,inline-attr,unknown
radius,border-radius,10px,10px,renderer/src/modules/dashboard.js,3055,113,inline-attr,unknown
layout,flex,1,1,renderer/src/modules/dashboard.js,3056,120,inline-attr,yes
radius,border-radius,7px,7px,renderer/src/modules/dashboard.js,3056,51,inline-attr,unknown
colour,background,var(--accent-dim),var(--accent-dim),renderer/src/modules/dashboard.js,3056,55,inline-attr,unknown
colour,color,var(--accent-strong),var(--accent-strong),renderer/src/modules/dashboard.js,3056,167,inline-attr,unknown
border,border,"1px solid rgba(37,99,235,0.3)","1px solid rgba(37,99,235,0.3)",renderer/src/modules/dashboard.js,3056,4,inline-attr,unknown
layout,flex,1,1,renderer/src/modules/dashboard.js,3057,120,inline-attr,yes
radius,border-radius,7px,7px,renderer/src/modules/dashboard.js,3057,51,inline-attr,unknown
colour,background,transparent,transparent,renderer/src/modules/dashboard.js,3057,45,inline-attr,unknown
colour,color,var(--text3),var(--text3),renderer/src/modules/dashboard.js,3057,704,inline-attr,unknown
border,border,none,none,renderer/src/modules/dashboard.js,3057,90,inline-attr,unknown
layout,flex,1,1,renderer/src/modules/dashboard.js,3058,120,inline-attr,yes
radius,border-radius,7px,7px,renderer/src/modules/dashboard.js,3058,51,inline-attr,unknown
colour,background,transparent,transparent,renderer/src/modules/dashboard.js,3058,45,inline-attr,unknown
colour,color,var(--text3),var(--text3),renderer/src/modules/dashboard.js,3058,704,inline-attr,unknown
border,border,none,none,renderer/src/modules/dashboard.js,3058,90,inline-attr,unknown
typography,text-align,center,center,renderer/src/modules/dashboard.js,3065,153,inline-attr,yes
colour,color,var(--text3),var(--text3),renderer/src/modules/dashboard.js,3065,704,inline-attr,unknown
spacing,padding,16px,16px,renderer/src/modules/dashboard.js,3065,21,inline-attr,unknown
layout,display,none,none,renderer/src/modules/dashboard.js,3071,203,inline-attr,unknown
layout,display,flex,flex,renderer/src/modules/dashboard.js,3072,896,inline-attr,unknown
layout,justify-content,flex-end,flex-end,renderer/src/modules/dashboard.js,3072,21,inline-attr,yes
spacing,margin-bottom,8px,8px,renderer/src/modules/dashboard.js,3072,37,inline-attr,yes
typography,text-align,center,center,renderer/src/modules/dashboard.js,3077,153,inline-attr,yes
colour,color,var(--text3),var(--text3),renderer/src/modules/dashboard.js,3077,704,inline-attr,unknown
spacing,padding,16px,16px,renderer/src/modules/dashboard.js,3077,21,inline-attr,unknown
layout,display,none,none,renderer/src/modules/dashboard.js,3083,203,inline-attr,unknown
layout,display,flex,flex,renderer/src/modules/dashboard.js,3084,896,inline-attr,unknown
layout,justify-content,flex-end,flex-end,renderer/src/modules/dashboard.js,3084,21,inline-attr,yes
spacing,margin-bottom,8px,8px,renderer/src/modules/dashboard.js,3084,37,inline-attr,yes
typography,text-align,center,center,renderer/src/modules/dashboard.js,3089,153,inline-attr,yes
colour,color,var(--text3),var(--text3),renderer/src/modules/dashboard.js,3089,704,inline-attr,unknown
spacing,padding,16px,16px,renderer/src/modules/dashboard.js,3089,21,inline-attr,unknown
typography,font-size,12px,12px,renderer/src/modules/dashboard.js,3539,209,inline-attr,unknown
typography,font-weight,700,700,renderer/src/modules/dashboard.js,3539,454,inline-attr,yes
colour,color,VAR,var,renderer/src/modules/dashboard.js,3539,70,inline-attr,unknown
spacing,margin-bottom,8px,8px,renderer/src/modules/dashboard.js,3539,37,inline-attr,yes
layout,display,flex,flex,renderer/src/modules/dashboard.js,3540,896,inline-attr,unknown
layout,justify-content,space-between,space-between,renderer/src/modules/dashboard.js,3540,74,inline-attr,yes
spacing,margin-bottom,4px,4px,renderer/src/modules/dashboard.js,3540,32,inline-attr,yes
layout,display,flex,flex,renderer/src/modules/dashboard.js,3540,896,inline-attr,unknown
layout,align-items,center,center,renderer/src/modules/dashboard.js,3540,745,inline-attr,unknown
spacing,gap,5px,5px,renderer/src/modules/dashboard.js,3540,61,inline-attr,yes
colour,color,VAR,var,renderer/src/modules/dashboard.js,3540,70,inline-attr,unknown
size,width,7px,7px,renderer/src/modules/dashboard.js,3540,6,inline-attr,unknown
size,height,7px,7px,renderer/src/modules/dashboard.js,3540,9,inline-attr,unknown
radius,border-radius,50%,50%,renderer/src/modules/dashboard.js,3540,67,inline-attr,unknown
colour,background,VAR,var,renderer/src/modules/dashboard.js,3540,30,inline-attr,unknown
layout,display,inline-block,inline-block,renderer/src/modules/dashboard.js,3540,26,inline-attr,unknown
typography,font-weight,700,700,renderer/src/modules/dashboard.js,3540,454,inline-attr,yes
colour,color,VAR,var,renderer/src/modules/dashboard.js,3540,70,inline-attr,unknown
layout,display,flex,flex,renderer/src/modules/dashboard.js,3541,896,inline-attr,unknown
layout,justify-content,space-between,space-between,renderer/src/modules/dashboard.js,3541,74,inline-attr,yes
spacing,margin-bottom,4px,4px,renderer/src/modules/dashboard.js,3541,32,inline-attr,yes
layout,display,flex,flex,renderer/src/modules/dashboard.js,3541,896,inline-attr,unknown
layout,align-items,center,center,renderer/src/modules/dashboard.js,3541,745,inline-attr,unknown
spacing,gap,5px,5px,renderer/src/modules/dashboard.js,3541,61,inline-attr,yes
colour,color,VAR,var,renderer/src/modules/dashboard.js,3541,70,inline-attr,unknown
size,width,7px,7px,renderer/src/modules/dashboard.js,3541,6,inline-attr,unknown
size,height,7px,7px,renderer/src/modules/dashboard.js,3541,9,inline-attr,unknown
radius,border-radius,50%,50%,renderer/src/modules/dashboard.js,3541,67,inline-attr,unknown
colour,background,VAR80,var80,renderer/src/modules/dashboard.js,3541,1,inline-attr,unknown
layout,display,inline-block,inline-block,renderer/src/modules/dashboard.js,3541,26,inline-attr,unknown
typography,font-weight,700,700,renderer/src/modules/dashboard.js,3541,454,inline-attr,yes
colour,color,VAR,var,renderer/src/modules/dashboard.js,3541,70,inline-attr,unknown
layout,display,flex,flex,renderer/src/modules/dashboard.js,3542,896,inline-attr,unknown
layout,justify-content,space-between,space-between,renderer/src/modules/dashboard.js,3542,74,inline-attr,yes
spacing,margin-bottom,4px,4px,renderer/src/modules/dashboard.js,3542,32,inline-attr,yes
layout,display,flex,flex,renderer/src/modules/dashboard.js,3542,896,inline-attr,unknown
layout,align-items,center,center,renderer/src/modules/dashboard.js,3542,745,inline-attr,unknown
spacing,gap,5px,5px,renderer/src/modules/dashboard.js,3542,61,inline-attr,yes
colour,color,VAR,var,renderer/src/modules/dashboard.js,3542,70,inline-attr,unknown
size,width,7px,7px,renderer/src/modules/dashboard.js,3542,6,inline-attr,unknown
size,height,7px,7px,renderer/src/modules/dashboard.js,3542,9,inline-attr,unknown
radius,border-radius,50%,50%,renderer/src/modules/dashboard.js,3542,67,inline-attr,unknown
colour,background,VAR,var,renderer/src/modules/dashboard.js,3542,30,inline-attr,unknown
layout,display,inline-block,inline-block,renderer/src/modules/dashboard.js,3542,26,inline-attr,unknown
typography,font-weight,700,700,renderer/src/modules/dashboard.js,3542,454,inline-attr,yes
colour,color,VAR,var,renderer/src/modules/dashboard.js,3542,70,inline-attr,unknown
border,border,none,none,renderer/src/modules/dashboard.js,3543,90,inline-attr,unknown
border,border-top,1px solid VAR,1px solid var,renderer/src/modules/dashboard.js,3543,3,inline-attr,yes
spacing,margin,6px 0,6px 0,renderer/src/modules/dashboard.js,3543,1,inline-attr,unknown
layout,display,flex,flex,renderer/src/modules/dashboard.js,3544,896,inline-attr,unknown
layout,justify-content,space-between,space-between,renderer/src/modules/dashboard.js,3544,74,inline-attr,yes
typography,font-weight,700,700,renderer/src/modules/dashboard.js,3544,454,inline-attr,yes
colour,color,VAR,var,renderer/src/modules/dashboard.js,3544,70,inline-attr,unknown
colour,color,VAR,var,renderer/src/modules/dashboard.js,3545,70,inline-attr,unknown
typography,font-size,12px,12px,renderer/src/modules/dashboard.js,3545,209,inline-attr,unknown
typography,text-align,center,center,renderer/src/modules/dashboard.js,3545,153,inline-attr,yes
spacing,padding,6px 0,6px 0,renderer/src/modules/dashboard.js,3545,3,inline-attr,unknown
spacing,padding,20px,20px,renderer/src/modules/dashboard.js,3859,13,inline-attr,unknown
typography,text-align,center,center,renderer/src/modules/dashboard.js,3859,153,inline-attr,yes
colour,color,var(--text3),var(--text3),renderer/src/modules/dashboard.js,3859,704,inline-attr,unknown
typography,font-size,13px,13px,renderer/src/modules/dashboard.js,3859,160,inline-attr,unknown
colour,color,var(--text),var(--text),renderer/src/modules/dashboard.js,3859,425,inline-attr,unknown
spacing,padding,8px 14px 4px,8px 14px 4px,renderer/src/modules/dashboard.js,3886,1,inline-attr,unknown
typography,font-size,10px,10px,renderer/src/modules/dashboard.js,3886,136,inline-attr,unknown
typography,font-weight,700,700,renderer/src/modules/dashboard.js,3886,454,inline-attr,yes
typography,text-transform,uppercase,uppercase,renderer/src/modules/dashboard.js,3886,156,inline-attr,yes
typography,letter-spacing,1px,1px,renderer/src/modules/dashboard.js,3886,35,inline-attr,yes
colour,color,var(--text3),var(--text3),renderer/src/modules/dashboard.js,3886,704,inline-attr,unknown
border,border-bottom,1px solid var(--border),1px solid var(--border),renderer/src/modules/dashboard.js,3886,97,inline-attr,yes
colour,color,var(--text2),var(--text2),renderer/src/modules/dashboard.js,3886,249,inline-attr,unknown
layout,display,flex,flex,renderer/src/modules/dashboard.js,3888,896,inline-attr,unknown
layout,align-items,center,center,renderer/src/modules/dashboard.js,3888,745,inline-attr,unknown
spacing,gap,12px,12px,renderer/src/modules/dashboard.js,3888,90,inline-attr,yes
spacing,padding,10px 14px,10px 14px,renderer/src/modules/dashboard.js,3888,15,inline-attr,unknown
other,cursor,pointer,pointer,renderer/src/modules/dashboard.js,3888,291,inline-attr,yes
border,border-bottom,1px solid var(--border),1px solid var(--border),renderer/src/modules/dashboard.js,3888,97,inline-attr,yes
motion,transition,background 0.12s,background 0.12s,renderer/src/modules/dashboard.js,3888,2,inline-attr,unknown
size,width,32px,32px,renderer/src/modules/dashboard.js,3889,23,inline-attr,unknown
size,height,32px,32px,renderer/src/modules/dashboard.js,3889,40,inline-attr,unknown
radius,border-radius,8px,8px,renderer/src/modules/dashboard.js,3889,105,inline-attr,unknown
colour,background,var(--bg3),var(--bg3),renderer/src/modules/dashboard.js,3889,139,inline-attr,unknown
layout,display,flex,flex,renderer/src/modules/dashboard.js,3889,896,inline-attr,unknown
layout,align-items,center,center,renderer/src/modules/dashboard.js,3889,745,inline-attr,unknown
layout,justify-content,center,center,renderer/src/modules/dashboard.js,3889,241,inline-attr,yes
typography,font-size,15px,15px,renderer/src/modules/dashboard.js,3889,48,inline-attr,unknown
layout,flex-shrink,0,0,renderer/src/modules/dashboard.js,3889,319,inline-attr,yes
layout,flex,1,1,renderer/src/modules/dashboard.js,3890,120,inline-attr,yes
size,min-width,0,0,renderer/src/modules/dashboard.js,3890,245,inline-attr,yes
typography,font-size,13px,13px,renderer/src/modules/dashboard.js,3890,160,inline-attr,unknown
typography,font-weight,600,600,renderer/src/modules/dashboard.js,3890,236,inline-attr,yes
